,algorithm,dimension,iterations,time
1195,jacobi,14,292,0.014273000000002867
1196,jacobi,14,306,0.015124000000000137
1197,jacobi,14,295,0.023311999999997113
1198,jacobi,14,297,0.01777699999999527
1199,jacobi,14,294,0.01485200000000475
1200,jacobi,15,337,0.017271000000000925
1201,jacobi,15,348,0.01756499999999761
1202,jacobi,15,346,0.017347999999998365
1203,jacobi,15,336,0.016746999999995182
1204,jacobi,15,342,0.017015999999998144
1205,jacobi,15,336,0.016874999999998863
1206,jacobi,15,337,0.017201999999997497
1207,jacobi,15,333,0.016770000000001062
1208,jacobi,15,336,0.01678900000000283
1209,jacobi,15,339,0.017096999999999696
1210,jacobi,15,349,0.037485999999994135
1211,jacobi,15,336,0.017721999999999127
1212,jacobi,15,344,0.017142999999997244
1213,jacobi,15,344,0.017175999999999192
1214,jacobi,15,351,0.017352999999999952
1215,jacobi,15,349,0.017516999999998006
1216,jacobi,15,352,0.024787000000003445
1217,jacobi,15,333,0.016933999999999116
1218,jacobi,15,345,0.017482000000001108
1219,jacobi,15,333,0.01659800000000189
1220,jacobi,15,342,0.01724399999999804
1221,jacobi,15,337,0.02399199999999979
1222,jacobi,15,352,0.01759799999999956
1223,jacobi,15,335,0.016967000000001065
1224,jacobi,15,341,0.017285000000001105
1225,jacobi,15,344,0.01728599999999858
1226,jacobi,15,338,0.017007999999997025
1227,jacobi,15,340,0.01709300000000269
1228,jacobi,15,348,0.01762499999999534
1229,jacobi,15,334,0.016843000000001496
1230,jacobi,15,332,0.017023000000001787
1231,jacobi,15,336,0.022485000000003197
1232,jacobi,15,346,0.018332000000000903
1233,jacobi,15,346,0.017496999999998764
1234,jacobi,15,347,0.01762899999999945
1235,jacobi,15,328,0.024529000000001133
1236,jacobi,15,341,0.01731200000000399
1237,jacobi,15,342,0.01734400000000136
1238,jacobi,15,340,0.017152000000002943
1239,jacobi,15,337,0.017106999999995764
1240,jacobi,15,338,0.01723500000000655
1241,jacobi,15,336,0.01690500000000128
1242,jacobi,15,344,0.017201999999997497
1243,jacobi,15,339,0.017183000000002835
1244,jacobi,15,345,0.017571999999994148
1245,jacobi,15,327,0.023529000000003464
1246,jacobi,15,346,0.017569000000001722
1247,jacobi,15,341,0.017354999999994902
1248,jacobi,15,336,0.016960000000004527
1249,jacobi,15,336,0.016809000000002072
1250,jacobi,15,350,0.017788000000003024
1251,jacobi,15,346,0.017341000000001827
1252,jacobi,15,341,0.017011000000003662
1253,jacobi,15,347,0.017673000000002048
1254,jacobi,15,337,0.01920700000000153
1255,jacobi,15,338,0.02547100000000313
1256,jacobi,15,332,0.016582999999997128
1257,jacobi,15,343,0.017443000000000097
1258,jacobi,15,338,0.017867999999999995
1259,jacobi,15,336,0.019174999999997056
1260,jacobi,15,344,0.017354999999994902
1261,jacobi,15,347,0.017417999999999267
1262,jacobi,15,341,0.016954999999995835
1263,jacobi,15,357,0.017935000000001367
1264,jacobi,15,355,0.01755099999999743
1265,jacobi,15,343,0.01713699999999818
1266,jacobi,15,336,0.016812000000001603
1267,jacobi,15,344,0.017519999999997538
1268,jacobi,15,338,0.01696699999999396
1269,jacobi,15,344,0.024644999999999584
1270,jacobi,15,344,0.017509000000003994
1271,jacobi,15,345,0.017516999999998006
1272,jacobi,15,357,0.017822999999999922
1273,jacobi,15,338,0.017385999999994795
1274,jacobi,15,349,0.025562999999998226
1275,jacobi,15,345,0.02439000000000391
1276,jacobi,15,342,0.01777699999999527
1277,jacobi,15,337,0.017214000000002727
1278,jacobi,15,350,0.017504000000002407
1279,jacobi,15,339,0.017346000000003414
1280,jacobi,15,331,0.01700999999999908
1281,jacobi,15,348,0.017963999999999203
1282,jacobi,15,348,0.018070000000001585
1283,jacobi,15,341,0.017721000000001652
1284,jacobi,15,343,0.01765699999999981
1285,jacobi,15,338,0.01748800000000017
1286,jacobi,15,338,0.01813099999999679
1287,jacobi,15,349,0.017904000000001474
1288,jacobi,15,350,0.017918000000001655
1289,jacobi,15,348,0.018383999999997513
1290,jacobi,15,331,0.016876999999993814
1291,jacobi,15,345,0.017744000000000426
1292,jacobi,15,341,0.017420000000001323
1293,jacobi,15,338,0.03075600000000378
1294,jacobi,15,342,0.020583000000002016
1295,jacobi,15,351,0.018229000000005158
1296,jacobi,15,342,0.01726899999999887
1297,jacobi,15,344,0.0228439999999992
1298,jacobi,15,351,0.017378999999998257
1299,jacobi,15,348,0.017330999999998653
1300,jacobi,16,381,0.019241999999998427
1301,jacobi,16,399,0.027683000000003233
1302,jacobi,16,387,0.01960699999999349
1303,jacobi,16,388,0.020535000000002412
1304,jacobi,16,385,0.01973499999999717
1305,jacobi,16,385,0.02526600000000201
1306,jacobi,16,409,0.020699000000000467
1307,jacobi,16,382,0.01917699999999911
1308,jacobi,16,394,0.028804999999998415
1309,jacobi,16,396,0.02121400000000051
1310,jacobi,16,394,0.06134399999999829
1311,jacobi,16,394,0.08770700000000176
1312,jacobi,16,396,0.08608900000000119
1313,jacobi,16,397,0.0685799999999972
1314,jacobi,16,393,0.04332300000000089
1315,jacobi,16,402,0.020448999999999273
1316,jacobi,16,394,0.020171999999995194
1317,jacobi,16,396,0.020025000000003956
1318,jacobi,16,402,0.028168999999998334
1319,jacobi,16,385,0.019472000000000378
1320,jacobi,16,383,0.019121999999995865
1321,jacobi,16,389,0.01947900000000402
1322,jacobi,16,379,0.024109000000002823
1323,jacobi,16,388,0.022978999999999417
1324,jacobi,16,387,0.04942299999999733
1325,jacobi,16,390,0.06911199999999695
1326,jacobi,16,398,0.08147199999999799
1327,jacobi,16,386,0.0842969999999994
1328,jacobi,16,381,0.029810000000004777
1329,jacobi,16,395,0.019961000000002116
1330,jacobi,16,396,0.019823999999999842
1331,jacobi,16,379,0.02389999999999759
1332,jacobi,16,403,0.02222799999999836
1333,jacobi,16,404,0.028593999999998232
1334,jacobi,16,402,0.019928000000000168
1335,jacobi,16,392,0.019658999999997206
1336,jacobi,16,395,0.019539999999999225
1337,jacobi,16,401,0.027213000000003262
1338,jacobi,16,395,0.01970699999999681
1339,jacobi,16,397,0.020178999999998837
1340,jacobi,16,383,0.019212000000003115
1341,jacobi,16,391,0.02634899999999618
1342,jacobi,16,389,0.019885999999999626
1343,jacobi,16,382,0.020727999999998303
1344,jacobi,16,390,0.01965300000000525
1345,jacobi,16,390,0.019449000000001604
1346,jacobi,16,378,0.01870699999999914
1347,jacobi,16,399,0.019902999999999338
1348,jacobi,16,393,0.019812000000001717
1349,jacobi,16,396,0.01989300000000327
1350,jacobi,16,385,0.019553999999999405
1351,jacobi,16,391,0.02655099999999777
1352,jacobi,16,394,0.01962699999999984
1353,jacobi,16,377,0.01894699999999716
1354,jacobi,16,387,0.03248999999999569
1355,jacobi,16,386,0.022984000000001004
1356,jacobi,16,390,0.020265000000001976
1357,jacobi,16,387,0.019938999999993712
1358,jacobi,16,389,0.020049000000000206
1359,jacobi,16,384,0.01999500000000154
1360,jacobi,16,399,0.020381000000000427
1361,jacobi,16,390,0.01994300000000493
1362,jacobi,16,395,0.020150999999998476
1363,jacobi,16,390,0.019838999999997498
1364,jacobi,16,389,0.019824000000006947
1365,jacobi,16,382,0.019810999999997136
1366,jacobi,16,389,0.02784399999999465
1367,jacobi,16,393,0.020465999999998985
1368,jacobi,16,389,0.01995900000000006
1369,jacobi,16,382,0.019837000000002547
1370,jacobi,16,398,0.02740999999999616
1371,jacobi,16,382,0.025003999999995585
1372,jacobi,16,399,0.021124000000000365
1373,jacobi,16,385,0.01932899999999904
1374,jacobi,16,408,0.025594999999995593
1375,jacobi,16,402,0.021540999999999144
1376,jacobi,16,383,0.019295999999997093
1377,jacobi,16,395,0.020005000000004713
1378,jacobi,16,395,0.0199089999999984
1379,jacobi,16,395,0.020097999999997285
1380,jacobi,16,379,0.01930099999999868
1381,jacobi,16,385,0.01966300000000132
1382,jacobi,16,393,0.01987100000000197
1383,jacobi,16,398,0.01996199999999959
1384,jacobi,16,400,0.01997000000000071
1385,jacobi,16,392,0.019771999999996126
1386,jacobi,16,400,0.02023499999999956
1387,jacobi,16,389,0.019542999999998756
1388,jacobi,16,393,0.028708000000001732
1389,jacobi,16,384,0.026412000000000546
1390,jacobi,16,390,0.01963800000000049
1391,jacobi,16,401,0.020155000000002588
1392,jacobi,16,388,0.019444000000000017
1393,jacobi,16,387,0.019483999999998503
1394,jacobi,16,399,0.020017000000002838
1395,jacobi,16,384,0.01933700000000016
1396,jacobi,16,385,0.0270709999999994
1397,jacobi,16,390,0.01981800000000078
1398,jacobi,16,384,0.01934800000000081
1399,jacobi,16,399,0.020135999999993714
1400,jacobi,17,454,0.02439499999999839
1401,jacobi,17,436,0.022479000000004135
1402,jacobi,17,439,0.022677000000001613
1403,jacobi,17,450,0.023314999999996644
1404,jacobi,17,440,0.030011000000001786
1405,jacobi,17,460,0.024122000000005528
1406,jacobi,17,446,0.024909000000000958
1407,jacobi,17,456,0.04681599999999975
1408,jacobi,17,426,0.02544199999999819
1409,jacobi,17,438,0.02293499999999682
1410,jacobi,17,445,0.023082000000002267
1411,jacobi,17,464,0.02420099999999792
1412,jacobi,17,440,0.02259300000000053
1413,jacobi,17,448,0.02363199999999921
1414,jacobi,17,445,0.026851000000000624
1415,jacobi,17,438,0.02326399999999751
1416,jacobi,17,448,0.023207000000006417
1417,jacobi,17,446,0.02328700000000339
1418,jacobi,17,457,0.0321350000000038
1419,jacobi,17,435,0.022905999999998983
1420,jacobi,17,434,0.022753000000001578
1421,jacobi,17,451,0.023139000000000465
1422,jacobi,17,446,0.023043000000001257
1423,jacobi,17,450,0.02307400000000115
1424,jacobi,17,454,0.030650999999998874
1425,jacobi,17,457,0.023958000000000368
1426,jacobi,17,441,0.022663000000001432
1427,jacobi,17,435,0.022907999999993933
1428,jacobi,17,451,0.023211999999993793
1429,jacobi,17,438,0.022891000000001327
1430,jacobi,17,460,0.023831999999998743
1431,jacobi,17,443,0.02271000000000356
1432,jacobi,17,457,0.023206000000001836
1433,jacobi,17,450,0.0367430000000013
1434,jacobi,17,446,0.023203000000002305
1435,jacobi,17,468,0.024184000000005312
1436,jacobi,17,451,0.02316499999999877
1437,jacobi,17,441,0.022686000000000206
1438,jacobi,17,444,0.02277499999999577
1439,jacobi,17,442,0.02288599999999974
1440,jacobi,17,440,0.022809999999999775
1441,jacobi,17,449,0.02919299999999936
1442,jacobi,17,438,0.022867000000005078
1443,jacobi,17,445,0.028910000000003322
1444,jacobi,17,451,0.02379799999999932
1445,jacobi,17,441,0.022794000000004644
1446,jacobi,17,455,0.023310999999999638
1447,jacobi,17,451,0.023353999999997654
1448,jacobi,17,461,0.03201899999999824
1449,jacobi,17,452,0.023491999999997404
1450,jacobi,17,450,0.023488000000000397
1451,jacobi,17,453,0.03137000000000256
1452,jacobi,17,439,0.02271199999999851
1453,jacobi,17,443,0.02287199999999956
1454,jacobi,17,446,0.022896000000002914
1455,jacobi,17,448,0.02294599999999747
1456,jacobi,17,436,0.022777000000004932
1457,jacobi,17,450,0.02400199999999586
1458,jacobi,17,443,0.024174999999999613
1459,jacobi,17,451,0.023347000000001117
1460,jacobi,17,445,0.02308699999999675
1461,jacobi,17,448,0.02488999999999919
1462,jacobi,17,450,0.03200500000000517
1463,jacobi,17,440,0.022970000000000823
1464,jacobi,17,437,0.022745999999997935
1465,jacobi,17,449,0.023381999999998015
1466,jacobi,17,439,0.022576999999998293
1467,jacobi,17,440,0.022846000000001254
1468,jacobi,17,439,0.02252099999999757
1469,jacobi,17,445,0.023247999999995272
1470,jacobi,17,428,0.029668000000000916
1471,jacobi,17,441,0.0228310000000036
1472,jacobi,17,453,0.023588000000003717
1473,jacobi,17,441,0.023398000000000252
1474,jacobi,17,446,0.023870999999999754
1475,jacobi,17,440,0.025502000000003022
1476,jacobi,17,441,0.022990000000000066
1477,jacobi,17,450,0.03236599999999612
1478,jacobi,17,437,0.02267400000000208
1479,jacobi,17,448,0.023591000000003248
1480,jacobi,17,442,0.029710999999998933
1481,jacobi,17,452,0.023778000000000077
1482,jacobi,17,455,0.023477999999997223
1483,jacobi,17,445,0.023234000000002197
1484,jacobi,17,451,0.023242000000003316
1485,jacobi,17,438,0.02272299999999916
1486,jacobi,17,439,0.02273100000000028
1487,jacobi,17,432,0.02221200000000323
1488,jacobi,17,441,0.031093999999995958
1489,jacobi,17,458,0.023986999999998204
1490,jacobi,17,446,0.022985999999995954
1491,jacobi,17,443,0.03003400000000056
1492,jacobi,17,462,0.03323499999999768
1493,jacobi,17,447,0.023472999999995636
1494,jacobi,17,451,0.023006000000002302
1495,jacobi,17,442,0.02300999999999931
1496,jacobi,17,448,0.022979999999996892
1497,jacobi,17,448,0.023125000000000284
1498,jacobi,17,455,0.02384500000000145
1499,jacobi,17,447,0.023210000000005948
1500,jacobi,18,505,0.026389999999999247
1501,jacobi,18,516,0.02711000000000041
1502,jacobi,18,496,0.026159999999997297
1503,jacobi,18,501,0.026391000000003828
1504,jacobi,18,489,0.02541999999999689
1505,jacobi,18,514,0.026910000000000878
1506,jacobi,18,495,0.04343499999999523
1507,jacobi,18,514,0.04163400000000195
1508,jacobi,18,497,0.026164999999998884
1509,jacobi,18,514,0.027117000000004055
1510,jacobi,18,519,0.027360000000001605
1511,jacobi,18,515,0.02706699999999529
1512,jacobi,18,494,0.02596799999999888
1513,jacobi,18,502,0.02613099999999946
1514,jacobi,18,500,0.026268000000001734
1515,jacobi,18,498,0.03485599999999778
1516,jacobi,18,502,0.02609600000000256
1517,jacobi,18,500,0.026277999999997803
1518,jacobi,18,513,0.02689099999999911
1519,jacobi,18,523,0.03022200000000197
1520,jacobi,18,507,0.02667900000000145
1521,jacobi,18,494,0.02601200000000148
1522,jacobi,18,497,0.04147500000000548
1523,jacobi,18,509,0.026731000000005167
1524,jacobi,18,506,0.02643499999999932
1525,jacobi,18,498,0.02630600000000527
1526,jacobi,18,509,0.02659900000000448
1527,jacobi,18,510,0.02681100000000214
1528,jacobi,18,502,0.026378999999998598
1529,jacobi,18,504,0.02636100000000141
1530,jacobi,18,509,0.026859000000001743
1531,jacobi,18,510,0.02768999999999977
1532,jacobi,18,525,0.02847500000000025
1533,jacobi,18,518,0.027190999999994858
1534,jacobi,18,494,0.026035999999997728
1535,jacobi,18,513,0.027213000000003262
1536,jacobi,18,504,0.02610400000000368
1537,jacobi,18,512,0.032986999999998545
1538,jacobi,18,497,0.034238999999999464
1539,jacobi,18,514,0.027605999999998687
1540,jacobi,18,513,0.026793000000004952
1541,jacobi,18,498,0.02659600000000495
1542,jacobi,18,508,0.026389000000001772
1543,jacobi,18,494,0.026064999999995564
1544,jacobi,18,510,0.03169799999999867
1545,jacobi,18,499,0.026452999999996507
1546,jacobi,18,506,0.026353999999997768
1547,jacobi,18,497,0.03288199999999364
1548,jacobi,18,508,0.02671199999998919
1549,jacobi,18,503,0.026329000000004044
1550,jacobi,18,504,0.02650799999999265
1551,jacobi,18,497,0.03005600000000186
1552,jacobi,18,509,0.026814999999999145
1553,jacobi,18,497,0.025953000000001225
1554,jacobi,18,505,0.03361200000000508
1555,jacobi,18,489,0.025869000000000142
1556,jacobi,18,506,0.027153999999995904
1557,jacobi,18,504,0.034610000000000696
1558,jacobi,18,503,0.026263999999997623
1559,jacobi,18,501,0.02642100000001335
1560,jacobi,18,506,0.02669699999999864
1561,jacobi,18,513,0.026741000000001236
1562,jacobi,18,515,0.027917999999999665
1563,jacobi,18,491,0.031014000000013198
1564,jacobi,18,514,0.028278000000000247
1565,jacobi,18,502,0.0264710000000008
1566,jacobi,18,495,0.03015100000000359
1567,jacobi,18,496,0.029124999999993406
1568,jacobi,18,488,0.02532000000000778
1569,jacobi,18,500,0.026000999999993724
1570,jacobi,18,498,0.033433000000002266
1571,jacobi,18,498,0.030238999999994576
1572,jacobi,18,505,0.02666399999999669
1573,jacobi,18,495,0.026256999999986874
1574,jacobi,18,519,0.027053999999992584
1575,jacobi,18,497,0.026240000000001373
1576,jacobi,18,503,0.026528999999996472
1577,jacobi,18,494,0.026111000000000217
1578,jacobi,18,510,0.026573999999996545
1579,jacobi,18,502,0.02675699999998926
1580,jacobi,18,492,0.03350100000000111
1581,jacobi,18,505,0.034204000000002566
1582,jacobi,18,500,0.02617999999999654
1583,jacobi,18,511,0.03560200000001146
1584,jacobi,18,519,0.027403999999989992
1585,jacobi,18,492,0.02630600000000527
1586,jacobi,18,492,0.033402999999992744
1587,jacobi,18,503,0.026559000000005994
1588,jacobi,18,499,0.02600200000000541
1589,jacobi,18,510,0.026723999999987313
1590,jacobi,18,510,0.027315999999999008
1591,jacobi,18,496,0.02665299999999604
1592,jacobi,18,502,0.026225999999994087
1593,jacobi,18,491,0.026085000000009018
1594,jacobi,18,506,0.02649900000000116
1595,jacobi,18,504,0.026702000000000226
1596,jacobi,18,510,0.04116199999999992
1597,jacobi,18,502,0.026730999999998062
1598,jacobi,18,527,0.02762799999999288
1599,jacobi,18,505,0.026502000000007797
1600,jacobi,19,557,0.02989299999998707
1601,jacobi,19,567,0.03018799999999544
1602,jacobi,19,553,0.03374499999999614
1603,jacobi,19,558,0.030039999999999623
1604,jacobi,19,559,0.02995400000000359
1605,jacobi,19,550,0.029404999999997017
1606,jacobi,19,581,0.04052199999999573
1607,jacobi,19,574,0.030965000000009013
1608,jacobi,19,568,0.03922300000000689
1609,jacobi,19,569,0.03734500000000196
1610,jacobi,19,562,0.037586999999987825
1611,jacobi,19,562,0.03190499999999474
1612,jacobi,19,570,0.030614999999997394
1613,jacobi,19,568,0.030685000000005402
1614,jacobi,19,572,0.030727999999996314
1615,jacobi,19,567,0.03101099999999235
1616,jacobi,19,574,0.03691499999999337
1617,jacobi,19,564,0.030729999999991264
1618,jacobi,19,564,0.030354000000002657
1619,jacobi,19,561,0.03826999999999714
1620,jacobi,19,558,0.030546000000001072
1621,jacobi,19,554,0.030168000000003303
1622,jacobi,19,574,0.03453600000000279
1623,jacobi,19,563,0.03290699999999447
1624,jacobi,19,549,0.029681000000010727
1625,jacobi,19,560,0.030451999999996815
1626,jacobi,19,566,0.030404000000004316
1627,jacobi,19,562,0.029748999999995362
1628,jacobi,19,555,0.029839999999992983
1629,jacobi,19,564,0.03032299999999566
1630,jacobi,19,582,0.03125500000000159
1631,jacobi,19,564,0.045769000000007054
1632,jacobi,19,556,0.030240000000006262
1633,jacobi,19,573,0.030774000000008073
1634,jacobi,19,566,0.030951999999999202
1635,jacobi,19,569,0.03064200000000028
1636,jacobi,19,550,0.03180400000000816
1637,jacobi,19,564,0.03100300000001255
1638,jacobi,19,563,0.030493000000006987
1639,jacobi,19,567,0.03782300000000305
1640,jacobi,19,560,0.03004700000001037
1641,jacobi,19,569,0.030623000000005618
1642,jacobi,19,555,0.037485000000003765
1643,jacobi,19,572,0.031258000000008224
1644,jacobi,19,575,0.03109400000001017
1645,jacobi,19,562,0.03744899999999518
1646,jacobi,19,558,0.03014699999999948
1647,jacobi,19,569,0.03047300000000064
1648,jacobi,19,573,0.030470000000008213
1649,jacobi,19,571,0.03762899999999547
1650,jacobi,19,563,0.030426000000005615
1651,jacobi,19,563,0.030548999999993498
1652,jacobi,19,557,0.029906999999994355
1653,jacobi,19,571,0.03134800000000837
1654,jacobi,19,559,0.04323800000000233
1655,jacobi,19,555,0.030909999999991555
1656,jacobi,19,559,0.029860000000013542
1657,jacobi,19,563,0.030874999999994657
1658,jacobi,19,572,0.030246000000005324
1659,jacobi,19,577,0.035471999999998616
1660,jacobi,19,573,0.03118700000000274
1661,jacobi,19,567,0.030723999999992202
1662,jacobi,19,553,0.03613099999999747
1663,jacobi,19,560,0.03051200000000165
1664,jacobi,19,565,0.03020100000000525
1665,jacobi,19,567,0.03899099999999578
1666,jacobi,19,574,0.03094399999999098
1667,jacobi,19,559,0.0339660000000066
1668,jacobi,19,567,0.03295300000000623
1669,jacobi,19,563,0.030597999999997683
1670,jacobi,19,562,0.030312999999992485
1671,jacobi,19,563,0.030535000000000423
1672,jacobi,19,584,0.031655000000000655
1673,jacobi,19,561,0.03012499999999818
1674,jacobi,19,576,0.03829999999999245
1675,jacobi,19,564,0.037811000000004924
1676,jacobi,19,571,0.03945600000000127
1677,jacobi,19,560,0.03063799999999617
1678,jacobi,19,568,0.03066799999999148
1679,jacobi,19,555,0.030191999999999553
1680,jacobi,19,561,0.03036399999999162
1681,jacobi,19,558,0.03071799999999314
1682,jacobi,19,556,0.02973700000001145
1683,jacobi,19,564,0.030377999999998906
1684,jacobi,19,568,0.030505999999988376
1685,jacobi,19,571,0.030723000000008938
1686,jacobi,19,563,0.030146000000002005
1687,jacobi,19,562,0.030139000000005467
1688,jacobi,19,564,0.05213899999999683
1689,jacobi,19,568,0.030906000000001654
1690,jacobi,19,566,0.030282999999997173
1691,jacobi,19,558,0.030062999999998397
1692,jacobi,19,552,0.02955199999999536
1693,jacobi,19,566,0.030533999999988737
1694,jacobi,19,561,0.030010999999987575
1695,jacobi,19,543,0.029916000000000054
1696,jacobi,19,562,0.03687800000000152
1697,jacobi,19,558,0.03773400000000038
1698,jacobi,19,548,0.030815000000004034
1699,jacobi,19,562,0.035381000000000995
1700,qrm,3,50,0.01631799999999828
1701,qrm,3,15000,2.9454199999999986
1702,qrm,3,15000,2.9917760000000015
1703,qrm,3,15000,3.0373540000000077
1704,qrm,3,86,0.016758000000010043
1705,qrm,3,15000,2.9026680000000056
1706,qrm,3,15000,2.9546119999999974
1707,qrm,3,15000,2.9245849999999933
1708,qrm,3,15000,2.973760999999996
1709,qrm,3,15000,2.9503030000000052
1710,qrm,3,15000,2.9091200000000015
1711,qrm,3,15000,2.95475900000001
1712,qrm,3,15000,2.9978169999999977
1713,qrm,3,15000,2.964495999999997
1714,qrm,3,15000,2.949237999999994
1715,qrm,3,15000,2.8841639999999984
1716,qrm,3,20,0.0038790000000119562
1717,qrm,3,15000,2.934258
1718,qrm,3,15000,2.9467810000000014
1719,qrm,3,15000,2.9597249999999917
1720,qrm,3,15000,2.9846769999999907
1721,qrm,3,15000,2.963045000000008
1722,qrm,3,15000,2.894508999999985
1723,qrm,3,15000,2.9992999999999768
1724,qrm,3,15000,2.905864000000008
1725,qrm,3,15000,3.0440209999999865
1726,qrm,3,15000,2.9867100000000164
1727,qrm,3,15000,2.9038150000000087
1728,qrm,3,15000,2.897418000000016
1729,qrm,3,15000,2.947065000000009
1730,qrm,3,35,0.006743999999997641
1731,qrm,3,23,0.004261999999982891
1732,qrm,3,15000,2.8976940000000013
1733,qrm,3,58,0.010524999999972806
1734,qrm,3,15000,2.992956000000021
1735,qrm,3,15000,2.9661279999999977
1736,qrm,3,15000,2.9879410000000064
1737,qrm,3,58,0.010510000000010677
1738,qrm,3,15000,2.9732190000000003
1739,qrm,3,15000,3.030597
1740,qrm,3,15000,2.8771150000000034
1741,qrm,3,15000,2.900735999999995
1742,qrm,3,15000,2.9761689999999987
1743,qrm,3,15000,2.9503879999999754
1744,qrm,3,15000,3.0087890000000073
1745,qrm,3,15000,2.9515240000000063
1746,qrm,3,15000,2.983409999999992
1747,qrm,3,15000,2.867063999999999
1748,qrm,3,15000,2.9815329999999847
1749,qrm,3,30,0.005705000000006066
1750,qrm,3,15000,2.9762680000000046
1751,qrm,3,15000,2.9928179999999998
1752,qrm,3,15000,2.9040390000000116
1753,qrm,3,15000,2.9874360000000024
1754,qrm,3,122,0.029354000000012093
1755,qrm,3,15000,2.966283000000004
1756,qrm,3,408,0.09361300000000483
1757,qrm,3,15000,2.961525000000023
1758,qrm,3,15000,2.8693310000000167
1759,qrm,3,15000,2.9851500000000044
1760,qrm,3,59,0.010937000000012631
1761,qrm,3,55,0.009945999999985133
1762,qrm,3,15000,2.9438410000000204
1763,qrm,3,15000,3.1321609999999964
1764,qrm,3,15000,3.027304000000015
1765,qrm,3,15000,3.008925999999974
1766,qrm,3,75,0.013542999999998528
1767,qrm,3,49,0.008866000000011809
1768,qrm,3,15000,2.9207470000000058
1769,qrm,3,15000,2.9060849999999903
1770,qrm,3,15000,2.879035000000016
1771,qrm,3,15000,2.932625999999999
1772,qrm,3,15000,2.9154379999999946
1773,qrm,3,15000,2.8769499999999937
1774,qrm,3,15000,2.986727000000002
1775,qrm,3,15000,2.91264799999999
1776,qrm,3,15000,2.9304869999999994
1777,qrm,3,15000,2.88905699999998
1778,qrm,3,15000,2.897271000000046
1779,qrm,3,15000,3.007310000000018
1780,qrm,3,15000,3.049182999999971
1781,qrm,3,15000,2.875760000000014
1782,qrm,3,15000,2.8961740000000304
1783,qrm,3,15000,2.9850639999999657
1784,qrm,3,75,0.01373599999999442
1785,qrm,3,15000,2.9813649999999825
1786,qrm,3,15000,2.918735999999967
1787,qrm,3,15000,2.9951260000000275
1788,qrm,3,52,0.009460000000046875
1789,qrm,3,15000,2.90244899999999
1790,qrm,3,15000,2.9130680000000098
1791,qrm,3,15000,2.9978509999999687
1792,qrm,3,15000,2.9883310000000165
1793,qrm,3,15000,2.892532000000017
1794,qrm,3,15000,3.0333369999999604
1795,qrm,3,15000,2.9271039999999857
1796,qrm,3,55,0.009969000000012329
1797,qrm,3,15000,2.9139519999999948
1798,qrm,3,15000,3.0491399999999658
1799,qrm,3,15000,2.949869000000035
1800,qrm,4,15000,3.567465000000027
1801,qrm,4,15000,3.557990000000018
1802,qrm,4,15000,3.5148120000000063
1803,qrm,4,15000,3.524287999999956
1804,qrm,4,15000,3.702489000000014
1805,qrm,4,15000,3.637348999999972
1806,qrm,4,15000,3.628107
1807,qrm,4,15000,3.620919000000015
1808,qrm,4,15000,3.6853000000000407
1809,qrm,4,15000,3.636228000000017
1810,qrm,4,15000,3.6109759999999937
1811,qrm,4,15000,3.635128000000009
1812,qrm,4,15000,4.246389000000022
1813,qrm,4,15000,4.457537000000002
1814,qrm,4,15000,3.9915110000000027
1815,qrm,4,15000,3.606952999999976
1816,qrm,4,15000,3.5466710000000035
1817,qrm,4,15000,3.45688100000001
1818,qrm,4,15000,3.5231850000000122
1819,qrm,4,15000,3.549538000000041
1820,qrm,4,15000,3.3681420000000344
1821,qrm,4,15000,3.5299570000000244
1822,qrm,4,15000,3.449545999999998
1823,qrm,4,15000,3.5220809999999574
1824,qrm,4,15000,3.5835820000000354
1825,qrm,4,15000,3.530867999999998
1826,qrm,4,15000,3.4071650000000204
1827,qrm,4,15000,3.516287000000034
1828,qrm,4,15000,3.4951430000000414
1829,qrm,4,15000,3.518749000000014
1830,qrm,4,15000,3.4223200000000134
1831,qrm,4,15000,3.510807
1832,qrm,4,15000,3.5953649999999584
1833,qrm,4,15000,3.520686000000012
1834,qrm,4,15000,3.4032940000000167
1835,qrm,4,15000,3.48043100000001
1836,qrm,4,15000,3.482929000000013
1837,qrm,4,15000,3.5052540000000363
1838,qrm,4,15000,3.4750849999999787
1839,qrm,4,15000,3.512568999999985
1840,qrm,4,15000,3.382294999999999
1841,qrm,4,15000,3.4038250000000403
1842,qrm,4,15000,3.4963979999999992
1843,qrm,4,15000,3.447810000000004
1844,qrm,4,15000,3.41769400000004
1845,qrm,4,15000,3.467962
1846,qrm,4,15000,3.3924329999999827
1847,qrm,4,15000,3.4807420000000207
1848,qrm,4,15000,3.5572609999999827
1849,qrm,4,15000,3.4818270000000098
1850,qrm,4,15000,3.485482999999988
1851,qrm,4,15000,3.564403000000027
1852,qrm,4,15000,3.4464300000000208
1853,qrm,4,15000,3.487521000000015
1854,qrm,4,15000,3.3969700000000103
1855,qrm,4,15000,3.480238999999983
1856,qrm,4,15000,3.519971000000055
1857,qrm,4,15000,3.43411100000003
1858,qrm,4,15000,3.4873810000000276
1859,qrm,4,15000,3.5070970000000443
1860,qrm,4,15000,3.3694100000000162
1861,qrm,4,15000,3.5564150000000154
1862,qrm,4,15000,3.5734410000000025
1863,qrm,4,15000,3.516348999999991
1864,qrm,4,15000,3.450001000000043
